question_id,main_tag,creation_datetime_utc,creation_date_utc,weekday_utc,score,answer_count,is_answered,view_count,title,link,tags
79827963,android,2025-11-23T15:56:54+00:00,2025-11-23,6,0,2,False,61,Should a ViewModel live as long as the entire app? ViewModel inside Scaffold with BottomSheet + Google Maps,https://stackoverflow.com/questions/79827963/should-a-viewmodel-live-as-long-as-the-entire-app-viewmodel-inside-scaffold-wit,android;android-jetpack-compose;viewmodel
79828104,android,2025-11-23T20:42:25+00:00,2025-11-23,6,0,0,False,100,How to disable the “minimize” button in AndroidX CustomTabs?,https://stackoverflow.com/questions/79828104/how-to-disable-the-minimize-button-in-androidx-customtabs,java;android;kotlin;google-chrome;androidx
79828187,android,2025-11-24T00:45:46+00:00,2025-11-24,0,0,0,False,57,"Android Hybird Fragment Compose layout, extra padding added after software keyboard shown",https://stackoverflow.com/questions/79828187/android-hybird-fragment-compose-layout-extra-padding-added-after-software-keybo,android;android-jetpack-compose
79828214,android,2025-11-24T01:49:34+00:00,2025-11-24,0,0,0,False,37,Detecting voided in app purchases of consumable products for Android,https://stackoverflow.com/questions/79828214/detecting-voided-in-app-purchases-of-consumable-products-for-android,android;in-app-purchase;android-inapp-purchase
79828255,android,2025-11-24T03:43:01+00:00,2025-11-24,0,0,0,False,54,React Native – Error spawn Unknown system error -8 when running npx react-native run-android on macOS,https://stackoverflow.com/questions/79828255/react-native-error-spawn-unknown-system-error-8-when-running-npx-react-native,android;react-native;android-studio;gradle;build
79828641,android,2025-11-24T12:37:40+00:00,2025-11-24,0,0,0,False,89,I try Google Android Studio Narwhal Feature Drop | 2025.1.3 Canary 2 with a new feature Journey,https://stackoverflow.com/questions/79828641/i-try-google-android-studio-narwhal-feature-drop-2025-1-3-canary-2-with-a-new,android;journey;android-studio-narwhal
79828666,android,2025-11-24T13:01:47+00:00,2025-11-24,0,1,1,True,113,Flutter APK in Android Studio “Analyze APK” shows 16KB page size warning for libwebcrypto.so,https://stackoverflow.com/questions/79828666/flutter-apk-in-android-studio-analyze-apk-shows-16kb-page-size-warning-for-lib,android;flutter;16kb-page-size
79828716,android,2025-11-24T13:53:29+00:00,2025-11-24,0,0,0,False,35,How to safely migrate an internal Android library to new Maven coordinates when it&#39;s used across multiple framework layers?,https://stackoverflow.com/questions/79828716/how-to-safely-migrate-an-internal-android-library-to-new-maven-coordinates-when,android;gradle;dagger-hilt
79828971,android,2025-11-24T18:09:55+00:00,2025-11-24,0,-1,1,False,176,Local Notification not working for android,https://stackoverflow.com/questions/79828971/local-notification-not-working-for-android,android;flutter
79828993,android,2025-11-24T18:30:15+00:00,2025-11-24,0,2,0,False,65,How to prevent Android from showing the StatusBar when pressing the Recent Apps button?,https://stackoverflow.com/questions/79828993/how-to-prevent-android-from-showing-the-statusbar-when-pressing-the-recent-apps,android;android-statusbar;android-immersive
79829026,android,2025-11-24T19:13:32+00:00,2025-11-24,0,5,1,True,889,"React Native Android: TypeError “Cannot read property &#39;getConfig&#39; of null” after removing Reanimated (RN 0.75.2, Hermes)",https://stackoverflow.com/questions/79829026/react-native-android-typeerror-cannot-read-property-getconfig-of-null-after,javascript;android;react-native
79829319,android,2025-11-25T05:39:04+00:00,2025-11-25,1,-1,1,True,67,Extracting navigation args at destination activity when using type safe navigation,https://stackoverflow.com/questions/79829319/extracting-navigation-args-at-destination-activity-when-using-type-safe-navigati,android;navigation;android-architecture-navigation
79829346,android,2025-11-25T06:07:59+00:00,2025-11-25,1,-1,1,False,67,How to properly highlight text in expo?,https://stackoverflow.com/questions/79829346/how-to-properly-highlight-text-in-expo,javascript;android;react-native;mobile;expo
79829373,android,2025-11-25T06:59:58+00:00,2025-11-25,1,0,0,False,59,React Navigation: &quot;Nested NavigationContainer&quot; error and app stuck on loading screen,https://stackoverflow.com/questions/79829373/react-navigation-nested-navigationcontainer-error-and-app-stuck-on-loading-sc,android;react-native
79829418,android,2025-11-25T08:03:04+00:00,2025-11-25,1,0,0,False,107,Android shared library build using NDK leads to loading failure,https://stackoverflow.com/questions/79829418/android-shared-library-build-using-ndk-leads-to-loading-failure,android;bluetooth;android-ndk;android-source
79829548,android,2025-11-25T10:07:12+00:00,2025-11-25,1,0,0,False,64,Providing System Services through DI,https://stackoverflow.com/questions/79829548/providing-system-services-through-di,android;dependency-injection;android-bluetooth;koin
79829665,android,2025-11-25T11:54:33+00:00,2025-11-25,1,1,1,True,224,"I&#39;m trying to display a SnackBar using GetX in Flutter, but it is not showing. What could be the reason, and how can I fix it?",https://stackoverflow.com/questions/79829665/im-trying-to-display-a-snackbar-using-getx-in-flutter-but-it-is-not-showing-w,android;flutter;flutter-getx;snackbar
79829865,android,2025-11-25T15:11:43+00:00,2025-11-25,1,1,0,False,152,Android 15 &amp; 16 - 3 Button Navigation - Icon Color Problem,https://stackoverflow.com/questions/79829865/android-15-16-3-button-navigation-icon-color-problem,android;flutter;navigationbar;android-15;android-16
79830283,android,2025-11-26T02:40:37+00:00,2025-11-26,2,0,0,False,68,Navigation sound at start sometimes missing,https://stackoverflow.com/questions/79830283/navigation-sound-at-start-sometimes-missing,android;kotlin;google-maps
79830393,android,2025-11-26T06:32:51+00:00,2025-11-26,2,0,0,False,65,"When using Material 3&#39;s Dynamic Color feature, almost all text in my app becomes too faded",https://stackoverflow.com/questions/79830393/when-using-material-3s-dynamic-color-feature-almost-all-text-in-my-app-becomes,android;material-design;android-xml;material-components
79830410,android,2025-11-26T06:54:20+00:00,2025-11-26,2,0,0,False,38,rounded_cornder_radius dose not work in Android15?,https://stackoverflow.com/questions/79830410/rounded-cornder-radius-dose-not-work-in-android15,android;screen;rounded-corners
79830488,android,2025-11-26T08:59:08+00:00,2025-11-26,2,1,0,False,46,Android Auto NavigationTemplate: routing card in top-left corner not showing,https://stackoverflow.com/questions/79830488/android-auto-navigationtemplate-routing-card-in-top-left-corner-not-showing,android;kotlin;android-auto
79830624,android,2025-11-26T11:15:33+00:00,2025-11-26,2,0,0,False,63,how to adjust the NPU (on the Snapdragon 8 Gen 3) frequency and measure npu payload,https://stackoverflow.com/questions/79830624/how-to-adjust-the-npu-on-the-snapdragon-8-gen-3-frequency-and-measure-npu-payl,android;adb;frequency;qualcomm
79830661,android,2025-11-26T11:57:58+00:00,2025-11-26,2,0,1,True,76,How to prevent recreation of Activity when Navigation mode changes?,https://stackoverflow.com/questions/79830661/how-to-prevent-recreation-of-activity-when-navigation-mode-changes,android;android-configchanges
79830664,android,2025-11-26T12:00:01+00:00,2025-11-26,2,0,0,False,82,Expo app stuck on splash screen then Hermes OOM crash (3GB RAM) on both iOS &amp; Android simulators,https://stackoverflow.com/questions/79830664/expo-app-stuck-on-splash-screen-then-hermes-oom-crash-3gb-ram-on-both-ios-an,android;ios;react-native;expo
79830728,android,2025-11-26T13:03:28+00:00,2025-11-26,2,1,1,False,121,The Android Studio is giving me problem occurred evaluating project &#39;:react-native-reanimated&#39;,https://stackoverflow.com/questions/79830728/the-android-studio-is-giving-me-problem-occurred-evaluating-project-react-nati,android;react-native;16kb-page-size
79830866,android,2025-11-26T15:08:02+00:00,2025-11-26,2,-5,2,True,755,How to properly upgrade from Expo SDK 52 to 54 to meet the 16KB memory page requirement?,https://stackoverflow.com/questions/79830866/how-to-properly-upgrade-from-expo-sdk-52-to-54-to-meet-the-16kb-memory-page-requ,android;react-native;expo
79831083,android,2025-11-26T19:10:50+00:00,2025-11-26,2,0,1,False,112,Chrome PWA no longer calculating dvh properly on initial load,https://stackoverflow.com/questions/79831083/chrome-pwa-no-longer-calculating-dvh-properly-on-initial-load,android;google-chrome;progressive-web-apps;chromium
79831207,android,2025-11-26T22:38:59+00:00,2025-11-26,2,0,0,False,140,Unity - Libraries of ARM64 not supporting 16 KB page size,https://stackoverflow.com/questions/79831207/unity-libraries-of-arm64-not-supporting-16-kb-page-size,android;firebase;unity-game-engine
79831226,android,2025-11-26T23:16:40+00:00,2025-11-26,2,2,0,False,85,"Full-screen notifications downgraded on Wear OS (Pixel &amp; Samsung) when minifyEnabled=true, despite ProGuard keep rules",https://stackoverflow.com/questions/79831226/full-screen-notifications-downgraded-on-wear-os-pixel-samsung-when-minifyena,android;flutter;notifications;proguard;wear-os
79831354,android,2025-11-27T05:12:53+00:00,2025-11-27,3,0,1,False,156,PWA cannot enable app notifications in an Android TWA (Trusted Web Activity)?,https://stackoverflow.com/questions/79831354/pwa-cannot-enable-app-notifications-in-an-android-twa-trusted-web-activity,android;android-notifications;trusted-web-activity;bubblewrap
79831472,android,2025-11-27T07:57:27+00:00,2025-11-27,3,1,1,True,84,Does View.getHeight/getWidth include padding?,https://stackoverflow.com/questions/79831472/does-view-getheight-getwidth-include-padding,android;kotlin;android-layout;android-view
79831521,android,2025-11-27T08:57:23+00:00,2025-11-27,3,1,1,True,62,Null response body in production build after adding Android Retrofit call adapter,https://stackoverflow.com/questions/79831521/null-response-body-in-production-build-after-adding-android-retrofit-call-adapte,android;retrofit2
79831745,android,2025-11-27T13:17:10+00:00,2025-11-27,3,0,0,False,61,Huawei devices open Huawei Pay instead of my Flutter NFC app when scanning a tag during on my app,https://stackoverflow.com/questions/79831745/huawei-devices-open-huawei-pay-instead-of-my-flutter-nfc-app-when-scanning-a-tag,android;flutter;mobile;huawei-mobile-services;huawei-developers
79831753,android,2025-11-27T13:36:13+00:00,2025-11-27,3,0,0,False,88,Error: sun.security.validator.ValidatorException: PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException:,https://stackoverflow.com/questions/79831753/error-sun-security-validator-validatorexception-pkix-path-building-failed-sun,java;android;kotlin;gradle
79831968,android,2025-11-27T17:26:54+00:00,2025-11-27,3,1,1,False,40,How to create an APK file from a Xamarin project using the command line?,https://stackoverflow.com/questions/79831968/how-to-create-an-apk-file-from-a-xamarin-project-using-the-command-line,android;.net;xamarin;deployment;xamarin.android
79832055,android,2025-11-27T20:24:01+00:00,2025-11-27,3,0,0,False,95,Android Studio: “Unable to open debugger port / VMDisconnectedException”,https://stackoverflow.com/questions/79832055/android-studio-unable-to-open-debugger-port-vmdisconnectedexception,android;debugging;adb;wifi
79832149,android,2025-11-27T23:55:15+00:00,2025-11-27,3,0,0,False,31,disable USB_DEVICE_ATTACHED via in-app option,https://stackoverflow.com/questions/79832149/disable-usb-device-attached-via-in-app-option,android
79832184,android,2025-11-28T01:38:02+00:00,2025-11-28,4,0,1,True,94,Why can I not seem to get gradle to work?,https://stackoverflow.com/questions/79832184/why-can-i-not-seem-to-get-gradle-to-work,java;android;gradle
79832192,android,2025-11-28T01:58:15+00:00,2025-11-28,4,1,1,True,172,Auto-paste text into ChatGPT/Gemini from Android app,https://stackoverflow.com/questions/79832192/auto-paste-text-into-chatgpt-gemini-from-android-app,android;react-native;android-intent
79832207,android,2025-11-28T02:36:55+00:00,2025-11-28,4,0,1,True,102,Is it recommended to use PancakeView.MAUI?,https://stackoverflow.com/questions/79832207/is-it-recommended-to-use-pancakeview-maui,android;ios;maui
79832265,android,2025-11-28T05:32:21+00:00,2025-11-28,4,0,0,False,45,Should I store android and iOS in app purchases together in the same collection/table?,https://stackoverflow.com/questions/79832265/should-i-store-android-and-ios-in-app-purchases-together-in-the-same-collection,android;ios;google-api;in-app-purchase;android-inapp-purchase
79832428,android,2025-11-28T09:38:44+00:00,2025-11-28,4,0,0,False,86,Turnstile on Android Version 9 with webview 66.0.3359.158,https://stackoverflow.com/questions/79832428/turnstile-on-android-version-9-with-webview-66-0-3359-158,android;flutter;webview;android-webview;cloudflare-turnstile
79832559,android,2025-11-28T12:53:18+00:00,2025-11-28,4,0,4,True,64,How to use Android Print Framework in a multithreaded app when PrintedPdfDocument is not thread-safe?,https://stackoverflow.com/questions/79832559/how-to-use-android-print-framework-in-a-multithreaded-app-when-printedpdfdocumen,android;multithreading;printing
79832679,android,2025-11-28T14:54:13+00:00,2025-11-28,4,1,3,True,260,Flutter Google Maps always follows system theme on Android (can’t force light mode),https://stackoverflow.com/questions/79832679/flutter-google-maps-always-follows-system-theme-on-android-can-t-force-light-mo,android;flutter;google-maps;google-maps-flutter
79832862,android,2025-11-28T19:24:39+00:00,2025-11-28,4,2,1,True,77,Parsing Streaming response from OpenAI using Retrofit and Gson/Moshi,https://stackoverflow.com/questions/79832862/parsing-streaming-response-from-openai-using-retrofit-and-gson-moshi,android;kotlin;gson;retrofit;moshi
79833062,android,2025-11-29T05:23:01+00:00,2025-11-29,5,0,0,False,74,Device Admin APK checksum mismatch when provisioning via QR on a fresh Android device,https://stackoverflow.com/questions/79833062/device-admin-apk-checksum-mismatch-when-provisioning-via-qr-on-a-fresh-android-d,android;kotlin;device-owner
79833256,android,2025-11-29T12:50:04+00:00,2025-11-29,5,3,1,True,156,Is it possible to load a function symbol from an executable,https://stackoverflow.com/questions/79833256/is-it-possible-to-load-a-function-symbol-from-an-executable,java;android;c;linux
79833590,android,2025-11-29T23:12:53+00:00,2025-11-29,5,0,2,True,109,Android Material3 Outlined Button Looks Different from Guideline,https://stackoverflow.com/questions/79833590/android-material3-outlined-button-looks-different-from-guideline,android;xml;material-design;material-components-android
79833790,android,2025-11-30T09:27:38+00:00,2025-11-30,6,1,0,False,103,Firestore only updates when accessed through a specific Android activity,https://stackoverflow.com/questions/79833790/firestore-only-updates-when-accessed-through-a-specific-android-activity,java;android;google-cloud-firestore
79833861,android,2025-11-30T11:53:21+00:00,2025-11-30,6,2,1,True,80,Manifest Merge Error when using Blueline Kotlin lIbrary,https://stackoverflow.com/questions/79833861/manifest-merge-error-when-using-blueline-kotlin-library,android;kotlin;android-jetpack-compose
79833905,android,2025-11-30T13:03:10+00:00,2025-11-30,6,0,0,False,85,Translate escaped string from XML file,https://stackoverflow.com/questions/79833905/translate-escaped-string-from-xml-file,java;android
79833962,android,2025-11-30T14:27:57+00:00,2025-11-30,6,2,1,False,130,Android (Linux) libc problems when creating an execuatable shared object,https://stackoverflow.com/questions/79833962/android-linux-libc-problems-when-creating-an-execuatable-shared-object,android;c;linux;shared-libraries;executable
79833986,android,2025-11-30T15:16:27+00:00,2025-11-30,6,2,1,True,239,Samsung Calendar : empty event when opened with ACTION_VIEW intent,https://stackoverflow.com/questions/79833986/samsung-calendar-empty-event-when-opened-with-action-view-intent,android;android-intent;samsung
79834235,android,2025-11-30T22:59:49+00:00,2025-11-30,6,3,0,False,86,Android &quot;paddingHorizontal&quot; Doesn&#39;t Work on TextInputEdieText,https://stackoverflow.com/questions/79834235/android-paddinghorizontal-doesnt-work-on-textinputedietext,android;xml;android-layout;material-design
79834434,android,2025-12-01T07:31:27+00:00,2025-12-01,0,0,0,False,145,How to Efficiently Test V2Ray/Xray Configs in Android App Using libv2ray?,https://stackoverflow.com/questions/79834434/how-to-efficiently-test-v2ray-xray-configs-in-android-app-using-libv2ray,android;kotlin;proxy;v2ray
79834456,android,2025-12-01T07:56:28+00:00,2025-12-01,0,1,1,True,83,Mesibo SDK adds READ_MEDIA_IMAGES / READ_MEDIA_VIDEO causing Google Play rejection,https://stackoverflow.com/questions/79834456/mesibo-sdk-adds-read-media-images-read-media-video-causing-google-play-rejecti,android;permissions;google-play;mesibo
79834653,android,2025-12-01T10:16:33+00:00,2025-12-01,0,3,1,True,208,SwipeToDismiss positionalThreshold is ignored and executed action when user lifts finger,https://stackoverflow.com/questions/79834653/swipetodismiss-positionalthreshold-is-ignored-and-executed-action-when-user-lift,android;android-jetpack-compose;android-animation;android-jetpack-compose-material3
79834742,android,2025-12-01T11:22:39+00:00,2025-12-01,0,0,1,True,69,"Android Java Surfaceview, declaring and hiding",https://stackoverflow.com/questions/79834742/android-java-surfaceview-declaring-and-hiding,java;android;surfaceview
79835103,android,2025-12-01T17:02:57+00:00,2025-12-01,0,2,1,True,167,How can I execute an Google Apps Script function on behalf of an user using an HTTP request with an access token in the header from an Android app?,https://stackoverflow.com/questions/79835103/how-can-i-execute-an-google-apps-script-function-on-behalf-of-an-user-using-an-h,android;google-apps-script;google-oauth;httprequest
79835146,android,2025-12-01T17:49:48+00:00,2025-12-01,0,0,0,False,31,OkHttp + Azure File Share fails when Microsoft Defender VPN is active on Android,https://stackoverflow.com/questions/79835146/okhttp-azure-file-share-fails-when-microsoft-defender-vpn-is-active-on-android,android;vpn;intune;azure-file-share
79835242,android,2025-12-01T20:06:17+00:00,2025-12-01,0,0,0,False,38,Android Java - UI does not load intermittently,https://stackoverflow.com/questions/79835242/android-java-ui-does-not-load-intermittently,java;android
79835286,android,2025-12-01T21:07:50+00:00,2025-12-01,0,0,0,False,91,How to intercept Back press in Navigation3 to switch Bottom Navigation tabs?,https://stackoverflow.com/questions/79835286/how-to-intercept-back-press-in-navigation3-to-switch-bottom-navigation-tabs,android;kotlin;android-jetpack-compose;koin;androidx-navigation
79835386,android,2025-12-02T00:33:32+00:00,2025-12-02,1,0,0,False,42,"I&#39;m trying to build PostmarketOS for the OnePlus Nord N10 5G using the mainline kernel branch, but I&#39;m getting DTB errors",https://stackoverflow.com/questions/79835386/im-trying-to-build-postmarketos-for-the-oneplus-nord-n10-5g-using-the-mainline,android
79835452,android,2025-12-02T03:17:45+00:00,2025-12-02,1,0,1,False,91,I am getting this error when I add camera plug in,https://stackoverflow.com/questions/79835452/i-am-getting-this-error-when-i-add-camera-plug-in,android;flutter;android-camerax;flutter-camera
79835546,android,2025-12-02T06:17:09+00:00,2025-12-02,1,1,1,False,133,Flutter RadioGroupPolicy can&#39;t be used for a radio group that allows multiple selection,https://stackoverflow.com/questions/79835546/flutter-radiogrouppolicy-cant-be-used-for-a-radio-group-that-allows-multiple-se,android;flutter;dart;radio-button
79835729,android,2025-12-02T10:16:10+00:00,2025-12-02,1,0,1,False,88,Firebase Cloud Function for app_remove Event Not Triggering in Production,https://stackoverflow.com/questions/79835729/firebase-cloud-function-for-app-remove-event-not-triggering-in-production,javascript;android;firebase;google-cloud-functions;firebase-analytics
79835732,android,2025-12-02T10:18:50+00:00,2025-12-02,1,1,0,False,120,paho Android MQTT client does not send PINGREQ to broker when phone screen is off,https://stackoverflow.com/questions/79835732/paho-android-mqtt-client-does-not-send-pingreq-to-broker-when-phone-screen-is-of,java;android;mqtt;paho
79835738,android,2025-12-02T10:28:34+00:00,2025-12-02,1,-1,1,False,67,Android Intent.ACTION_SEND_MULTIPLE: Is it possible to set separate captions for each image URI?,https://stackoverflow.com/questions/79835738/android-intent-action-send-multiple-is-it-possible-to-set-separate-captions-for,android;kotlin;android-intent;share;whatsapp
79835805,android,2025-12-02T11:25:49+00:00,2025-12-02,1,0,1,False,67,"Updated targetSdk, but some users still get &quot;app isn&#39;t available … older version&quot; (in Closed Testing)",https://stackoverflow.com/questions/79835805/updated-targetsdk-but-some-users-still-get-app-isnt-available-older-version,android;google-play;target-sdk
79835824,android,2025-12-02T11:48:22+00:00,2025-12-02,1,0,1,False,32,Android Admob not showing interstitial ad with test app ID in kotlin,https://stackoverflow.com/questions/79835824/android-admob-not-showing-interstitial-ad-with-test-app-id-in-kotlin,android;kotlin;admob;interstitial
79835919,android,2025-12-02T13:23:05+00:00,2025-12-02,1,0,1,False,30,"Dropping event (no window focus):KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_0",https://stackoverflow.com/questions/79835919/dropping-event-no-window-focuskeyevent-action-action-down-keycode-keycode,android
79835985,android,2025-12-02T14:37:56+00:00,2025-12-02,1,5,4,True,3051,An error occurred while preparing SDK package NDK (Side by side) 29.0.14206865: Not in GZIP format,https://stackoverflow.com/questions/79835985/an-error-occurred-while-preparing-sdk-package-ndk-side-by-side-29-0-14206865,android;flutter;android-studio;android-ndk
79836053,android,2025-12-02T15:33:25+00:00,2025-12-02,1,0,0,False,61,Why is App crashing while launching PayStack SDK,https://stackoverflow.com/questions/79836053/why-is-app-crashing-while-launching-paystack-sdk,android;flutter;dart;flutter-dependencies
79836118,android,2025-12-02T16:43:06+00:00,2025-12-02,1,2,0,False,65,Adding a specific intent filter to my Android manifest breaks other links when using browser,https://stackoverflow.com/questions/79836118/adding-a-specific-intent-filter-to-my-android-manifest-breaks-other-links-when-u,android
79836237,android,2025-12-02T18:50:02+00:00,2025-12-02,1,0,1,True,99,Banuba SDK – Gradle 401 Unauthorized when resolving packages (GitHub Packages),https://stackoverflow.com/questions/79836237/banuba-sdk-gradle-401-unauthorized-when-resolving-packages-github-packages,android;flutter;gradle;github-packages
79836394,android,2025-12-02T23:09:09+00:00,2025-12-02,1,0,4,False,148,Google Maps API key free usage,https://stackoverflow.com/questions/79836394/google-maps-api-key-free-usage,android;react-native;google-maps;expo;react-native-maps
79836589,android,2025-12-03T06:43:54+00:00,2025-12-03,2,0,0,False,47,"Cannot import Place.Field.NAME, LAT_LNG, ADDRESS in Google Places SDK 5.x",https://stackoverflow.com/questions/79836589/cannot-import-place-field-name-lat-lng-address-in-google-places-sdk-5-x,java;android;kotlin;android-studio;android-studio-3.0
79836660,android,2025-12-03T08:10:21+00:00,2025-12-03,2,0,0,False,62,"Expo OTA updates on iOS require app restart to take effect, while Android works on first launch",https://stackoverflow.com/questions/79836660/expo-ota-updates-on-ios-require-app-restart-to-take-effect-while-android-works,android;ios;react-native;expo
79836701,android,2025-12-03T08:58:08+00:00,2025-12-03,2,1,1,True,135,Unable to create an ExerciseSessionRecord to store in Health Connect,https://stackoverflow.com/questions/79836701/unable-to-create-an-exercisesessionrecord-to-store-in-health-connect,android;kotlin;healthconnect
79836740,android,2025-12-03T09:50:35+00:00,2025-12-03,2,0,1,False,86,art::DexFile::FindClassDef(art::dex::TypeIndex) const,https://stackoverflow.com/questions/79836740/artdexfilefindclassdefartdextypeindex-const,android;react-native;android-anr-dialog
79836797,android,2025-12-03T11:08:28+00:00,2025-12-03,2,1,0,False,116,How to load and render MBTiles (offline map) in MapLibre Android (Kotlin)?,https://stackoverflow.com/questions/79836797/how-to-load-and-render-mbtiles-offline-map-in-maplibre-android-kotlin,android;kotlin
79836830,android,2025-12-03T11:43:33+00:00,2025-12-03,2,0,2,False,86,How to use Callbacks in Android Kotlin,https://stackoverflow.com/questions/79836830/how-to-use-callbacks-in-android-kotlin,java;android;kotlin
79836852,android,2025-12-03T12:06:09+00:00,2025-12-03,2,0,0,False,80,com.facebook.react.views.view.ReactViewGroup.removeViewAt,https://stackoverflow.com/questions/79836852/com-facebook-react-views-view-reactviewgroup-removeviewat,android;react-native;debugging;expo
79836892,android,2025-12-03T12:39:09+00:00,2025-12-03,2,2,1,True,141,Outline spot shadow has unwanted vertical offset if view shape has uneven corners and is used as a RecyclerView item,https://stackoverflow.com/questions/79836892/outline-spot-shadow-has-unwanted-vertical-offset-if-view-shape-has-uneven-corner,android;android-recyclerview
79836991,android,2025-12-03T14:28:31+00:00,2025-12-03,2,0,1,True,101,can&#39;t connect my phone to debug my Android app in Android Studio on my Chromebook,https://stackoverflow.com/questions/79836991/cant-connect-my-phone-to-debug-my-android-app-in-android-studio-on-my-chromeboo,android;android-studio;google-chrome-os;chromebook
79837083,android,2025-12-03T16:03:11+00:00,2025-12-03,2,3,2,True,123,Android Compose ScrollView Not Scrolling to Bottom When Keyboard Appears?,https://stackoverflow.com/questions/79837083/android-compose-scrollview-not-scrolling-to-bottom-when-keyboard-appears,android;kotlin;android-jetpack-compose;android-jetpack-compose-scaffold;jetpack-compose-column
79837130,android,2025-12-03T16:46:19+00:00,2025-12-03,2,1,0,False,206,Telegram Mini App (WebView) loads forever on Android,https://stackoverflow.com/questions/79837130/telegram-mini-app-webview-loads-forever-on-android,android;telegram-bot;cloudflare
79837226,android,2025-12-03T18:48:06+00:00,2025-12-03,2,1,0,False,66,How to make floating window service stay on top of eveything including intent in Android Kotlin?,https://stackoverflow.com/questions/79837226/how-to-make-floating-window-service-stay-on-top-of-eveything-including-intent-in,android;android-intent;service;overlay;floating
79837306,android,2025-12-03T20:39:05+00:00,2025-12-03,2,-1,1,True,87,To write an android app that listen to music and vibrate / display for every beat accordingly,https://stackoverflow.com/questions/79837306/to-write-an-android-app-that-listen-to-music-and-vibrate-display-for-every-bea,android;vibration;background-music;haptic-feedback;piano
79837524,android,2025-12-04T05:09:15+00:00,2025-12-04,3,0,0,False,61,How to handle the navigation in Navigation3,https://stackoverflow.com/questions/79837524/how-to-handle-the-navigation-in-navigation3,android;navigation;android-jetpack-compose
79837690,android,2025-12-04T08:28:46+00:00,2025-12-04,3,1,1,True,54,Expo camera permission causes white screen during page transition,https://stackoverflow.com/questions/79837690/expo-camera-permission-causes-white-screen-during-page-transition,android;typescript;react-native;expo;camerapermission
79837763,android,2025-12-04T09:44:29+00:00,2025-12-04,3,0,1,False,159,How can I embed a Unity project inside an existing Android app in 2025 (Unity 2022+ / Android Studio)?,https://stackoverflow.com/questions/79837763/how-can-i-embed-a-unity-project-inside-an-existing-android-app-in-2025-unity-20,android;unity-game-engine;unity3d-unet
79837887,android,2025-12-04T12:00:07+00:00,2025-12-04,3,1,0,False,56,Video freezes for a few seconds when flipping camera in React Native Twilio Video — any fix?,https://stackoverflow.com/questions/79837887/video-freezes-for-a-few-seconds-when-flipping-camera-in-react-native-twilio-vide,javascript;android;ios;react-native;twilio
79837957,android,2025-12-04T13:23:08+00:00,2025-12-04,3,1,1,True,83,Qt6 Android - How to build multi ABI APK or AAB?,https://stackoverflow.com/questions/79837957/qt6-android-how-to-build-multi-abi-apk-or-aab,android;c++;qt;qt6
79838244,android,2025-12-04T18:38:29+00:00,2025-12-04,3,1,3,True,95,Closing the app and then reopening still uses the same instance of Window in MAUI,https://stackoverflow.com/questions/79838244/closing-the-app-and-then-reopening-still-uses-the-same-instance-of-window-in-mau,c#;android;xaml;maui;.net-9.0
79838377,android,2025-12-04T21:41:52+00:00,2025-12-04,3,1,1,True,67,Adding destinations to the Android sharesheet,https://stackoverflow.com/questions/79838377/adding-destinations-to-the-android-sharesheet,android;android-intent;android-sharesheet
79838385,android,2025-12-04T22:03:59+00:00,2025-12-04,3,2,0,False,71,Open Activity from CallRedirectionService,https://stackoverflow.com/questions/79838385/open-activity-from-callredirectionservice,android;react-native
79838627,android,2025-12-05T07:31:49+00:00,2025-12-05,4,0,2,False,110,I cannot connect to my HC-05 bluetooth module using my own Java app,https://stackoverflow.com/questions/79838627/i-cannot-connect-to-my-hc-05-bluetooth-module-using-my-own-java-app,java;android;bluetooth;hc-05
79838712,android,2025-12-05T09:35:18+00:00,2025-12-05,4,3,0,False,277,Resources Not Found Exception in Android WebView crash mainly on Android 16,https://stackoverflow.com/questions/79838712/resources-not-found-exception-in-android-webview-crash-mainly-on-android-16,android;kotlin;android-webview;kotlin-android;android-16
79838970,android,2025-12-05T14:04:13+00:00,2025-12-05,4,1,1,True,85,Flutter save QrImage as PNG on Android and Linux,https://stackoverflow.com/questions/79838970/flutter-save-qrimage-as-png-on-android-and-linux,android;flutter
79839374,android,2025-12-05T23:11:24+00:00,2025-12-05,4,3,1,True,195,Android Studio fails to start with error &quot;Archived non-system classes are disabled&quot;,https://stackoverflow.com/questions/79839374/android-studio-fails-to-start-with-error-archived-non-system-classes-are-disabl,android;android-studio;jvm
79839550,android,2025-12-06T07:56:45+00:00,2025-12-06,5,0,0,False,41,Minimal Perfetto TraceConfig to populate AIDL/Interface names in android_binder_txns,https://stackoverflow.com/questions/79839550/minimal-perfetto-traceconfig-to-populate-aidl-interface-names-in-android-binder,android;trace;perfetto
79839614,android,2025-12-06T09:50:50+00:00,2025-12-06,5,0,0,False,110,How to disable other apps from drawing over mine?,https://stackoverflow.com/questions/79839614/how-to-disable-other-apps-from-drawing-over-mine,javascript;android;cordova
79840246,android,2025-12-07T13:15:01+00:00,2025-12-07,6,0,0,False,58,"How do I prevent an activity from finishing on back gesture, minimizing it instead, while keeping the predictive back animation?",https://stackoverflow.com/questions/79840246/how-do-i-prevent-an-activity-from-finishing-on-back-gesture-minimizing-it-inste,android;predictive-back
